TOWN11CD,TOWN11NM,POPULATION_2011,SIZE_FLAG,RGN11NM,COASTAL,COASTAL DETAILED,TTWA11CD,TTWA11NM,TTWA CLASSIFICATION,JOB DENSITY FLAG,INCOME FLAG,UNIVERSITY FLAG,Level4Qual_residents35-64_2011,KS4_2012-2013_counts,Key Stage 2 attainment_school year 2007 to 2008,Key Stage 4 attainment_school year 2012 to 2013,Level 2 at age 18,Level 3 at age 18,Activity at age 19: full-time higher education,Activity at age 19: sustained further education,Activity at age 19: appprenticeships,Activity at age 19: employment with earnings above 0,Activity at age 19: employment with earnings above 10K,Activity at age 19: out-of-work,Highest level qualification achieved by age 22: less than level 1,Highest level qualification achieved by age 22: level 1 to level 2,Highest level qualification achieved by age 22: level 3 to level 5,Highest level qualification achieved by age 22: level 6 or above,Highest level qualification achieved by age 22: average score,Education Score
E34003440,Brixworth BUA,5228,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000247,Northampton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,89,82.8,66.3,87.6,62.9,44.9,*,*,48.3,21.3,*,*,18.4,41.4,40.2,4.1,4.2
E34003456,Chipping Ongar BUA,6093,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000188,Chelmsford,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,62,71.9,64.5,85.5,50.0,32.3,16.1,*,41.9,32.3,*,*,28.3,45.0,*,3.5,-0.1
E34003462,Fleetwood BUA,25359,Medium Towns,North West,Coastal,Large seaside town,E30000171,Blackpool,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,315,72.5,46.3,75.9,42.2,25.4,17.5,6.0,42.9,17.8,12.7,3.8,29.7,46.1,20.5,3.2,-3.2
E34003463,Shildon BUA,9976,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000203,Durham and Bishop Auckland,Majority rural,Residential,Higher deprivation towns,No university,Low,115,79.0,44.3,73.9,31.3,17.4,33.9,26.1,48.7,28.7,17.4,*,40.2,41.9,*,3.1,-3.9
E34003490,Hemsby BUA,5522,Small Towns,East of England,Coastal,Smaller seaside town,E30000210,Great Yarmouth,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,58,81.4,53.4,81.0,43.1,17.2,*,*,44.8,25.9,*,*,31.7,43.3,*,3.3,-1.0
E34003491,Ashby-de-la-Zouch BUA,12370,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000183,Burton upon Trent,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,140,82.2,80.0,89.9,58.0,46.4,15.7,11.4,45.0,25.0,*,*,21.7,37.0,39.9,4.0,4.8
E34003494,Wadebridge BUA,6599,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000282,Wadebridge,Majority rural,Mixed,Mid deprivation towns,No university,Medium,78,73.5,57.7,79.5,48.7,32.1,14.1,*,55.1,24.4,*,*,25.6,46.2,*,3.4,-0.7
E34003511,Harpenden BUA,30240,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000237,Luton,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,354,90.9,86.4,95.5,84.2,73.4,7.6,3.4,33.1,7.1,3.4,*,6.8,32.4,60.6,4.8,11.0
E34003514,Halesworth BUA,5558,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000235,Lowestoft,Majority town and city (small),Working,Higher deprivation towns,No university,Low,55,49.2,50.9,70.9,45.5,18.2,23.6,*,69.1,34.5,*,*,37.0,44.4,*,3.1,-5.3
E34003517,Attleborough BUA,10549,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000135,Thetford and Mildenhall,Majority rural,Mixed,Lower deprivation towns,No university,Low,122,65.6,54.1,83.6,43.4,24.6,27.0,15.6,56.6,34.4,*,*,31.1,46.7,20.5,3.2,-3.0
E34003525,Fleet BUA,38726,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000164,Basingstoke,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,High,440,87.4,76.1,93.0,68.2,52.3,13.9,8.0,47.0,20.9,2.3,*,14.8,39.9,44.4,4.2,6.5
E34003541,Ramsey (Huntingdonshire) BUA,7829,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000221,Huntingdon,Majority rural,Residential,Mid deprivation towns,No university,Medium,97,78.0,58.8,67.0,45.4,30.9,11.3,*,51.5,28.9,*,*,34.7,37.8,25.5,3.3,-0.7
E34003553,Wantage BUA,18505,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000250,Oxford,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,233,77.0,73.8,87.6,50.2,30.0,12.0,7.7,52.8,28.3,4.3,*,28.9,45.3,23.7,3.4,1.2
E34003561,East Leake BUA,6337,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000249,Nottingham,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,70,80.2,77.1,91.4,61.4,42.9,20.0,*,54.3,27.1,*,*,16.7,48.6,34.7,3.9,4.4
E34003562,Askern BUA,5570,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000201,Doncaster,Majority conurbation,Residential,Higher deprivation towns,No university,Low,50,62.3,44.0,76.0,42.0,20.0,20.0,*,44.0,30.0,22.0,*,37.3,39.2,*,3.0,-5.1
E34003565,Long Sutton (South Holland) BUA,5161,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000124,Spalding,Majority rural,Mixed,Mid deprivation towns,No university,Low,50,59.5,62.0,80.0,44.0,20.0,20.0,*,44.0,24.0,*,*,28.0,52.0,*,3.3,-2.7
E34003566,Battle BUA,6054,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000061,Hastings,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,86,85.1,65.1,93.0,60.5,46.5,11.6,*,37.2,15.1,*,*,14.0,48.8,34.9,3.8,3.5
E34003574,New Ollerton BUA,9840,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,127,63.4,35.4,71.7,16.5,7.9,29.1,21.3,52.0,30.7,17.3,*,48.8,39.5,*,2.6,-9.4
E34003596,Uttoxeter BUA,13089,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000273,Stoke-on-Trent,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Low,181,75.3,57.5,82.9,44.8,33.1,14.9,9.9,59.7,33.1,5.5,*,29.3,39.2,30.4,3.5,-0.7
E34003597,Bircotes BUA,7948,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000291,Worksop and Retford,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,98,59.6,53.1,76.5,29.6,20.4,22.4,12.2,42.9,27.6,11.2,*,47.4,32.0,*,3.2,-5.1
E34003606,North Walsham BUA,12463,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000248,Norwich,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,139,58.3,41.7,81.3,41.7,18.0,23.7,17.3,47.5,33.1,11.5,*,29.5,54.7,*,3.0,-5.8
E34003628,Seaton (East Devon) BUA,8413,Small Towns,South West,Coastal,Smaller seaside town,E30000263,Sidmouth,Majority rural,Mixed,Mid deprivation towns,No university,Medium,92,84.1,63.0,79.3,51.1,38.0,13.0,*,58.7,26.1,*,*,25.0,39.1,32.6,3.6,1.8
E34003657,Stotfold BUA,6838,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000272,Stevenage and Welwyn Garden City,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,81,74.0,61.7,86.4,55.6,37.0,*,*,56.8,29.6,*,*,23.8,40.0,31.3,3.5,0.7
E34003678,Shepshed BUA,13505,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Low,134,57.4,54.5,79.9,37.3,29.9,27.6,14.9,53.7,32.8,9.0,*,37.5,29.4,29.4,3.3,-4.2
E34003679,Clacton-on-Sea BUA,50548,Medium Towns,East of England,Coastal,Large seaside town,E30000192,Clacton,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,582,60.6,57.6,86.2,38.6,19.8,20.6,13.1,47.9,24.2,13.2,4.0,40.0,39.7,16.4,3.0,-4.4
E34003687,Whitby BUA,13213,Small Towns,Yorkshire and The Humber,Coastal,Smaller seaside town,E30000147,Whitby,Majority town and city (small),Working,Higher deprivation towns,No university,Low,130,75.9,66.2,83.1,43.8,34.6,20.0,13.1,57.7,19.2,*,*,29.7,42.2,27.3,3.5,0.2
E34003707,Ashbourne BUA,8377,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000200,Derby,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,101,73.3,63.4,86.1,58.4,44.6,14.9,12.9,49.5,27.7,*,*,24.8,34.7,39.6,3.9,1.9
E34003710,Cheltenham BUA,116447,Large Towns,South West,Non-coastal,Large non-coastal town,E30000189,Cheltenham,Majority town and city (Large Towns),Working,Mid deprivation towns,University,Medium,1075,77.7,64.6,82.3,58.3,43.3,14.3,9.2,48.6,20.4,6.3,2.0,24.9,38.1,34.9,3.7,2.1
E34003723,Congleton BUA,26178,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000273,Stoke-on-Trent,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Medium,263,84.8,62.7,85.6,56.7,39.9,17.9,11.4,51.0,22.8,8.0,*,21.8,43.9,32.4,3.7,2.6
E34003741,Rishton BUA,6625,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000170,Blackburn,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,83,64.3,50.6,79.5,39.8,18.1,32.5,20.5,51.8,20.5,*,*,31.0,48.8,*,3.1,-4.1
E34003742,Todmorden BUA,11690,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000029,Halifax,Majority conurbation,Working,Higher deprivation towns,No university,Medium,130,74.4,58.5,77.7,50.0,34.6,19.2,11.5,36.9,14.6,14.6,*,29.8,40.5,26.7,3.4,-0.6
E34003743,Stocksbridge BUA,13069,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000261,Sheffield,Majority conurbation,Residential,Mid deprivation towns,No university,Low,153,80.2,57.5,81.7,43.1,32.7,24.2,17.6,42.5,21.6,9.8,*,27.8,41.1,29.8,3.6,0.0
E34003749,Shifnal BUA,6240,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000278,Telford,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,76,86.3,65.8,96.1,56.6,39.5,21.1,17.1,52.6,25.0,*,*,21.1,43.4,32.9,3.7,3.1
E34003750,Twyford (Wokingham) BUA,7533,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000256,Reading,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,51,80.0,76.5,82.4,62.7,49.0,*,*,43.1,*,*,*,22.6,39.6,*,3.8,4.1
E34003756,Spennymoor BUA,17766,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000203,Durham and Bishop Auckland,Majority rural,Residential,Higher deprivation towns,No university,Low,204,71.1,54.4,79.4,40.2,22.1,30.4,17.2,40.7,21.1,15.2,*,30.0,47.3,19.7,3.2,-2.6
E34003761,Stubbington BUA,24644,Medium Towns,South East,Coastal,Large seaside town,E30000254,Portsmouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,239,83.3,70.3,92.9,62.3,41.8,18.4,13.4,54.0,24.3,*,*,15.6,50.2,33.8,3.8,4.1
E34003769,Alton (East Hampshire) BUA,18261,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000164,Basingstoke,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,207,75.6,63.3,90.3,54.1,33.8,7.7,*,51.7,26.6,*,*,18.2,52.2,28.7,3.6,1.1
E34003774,Radlett BUA,8163,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000234,London,Majority conurbation,Mixed,Lower deprivation towns,No university,High,63,85.5,77.8,93.7,73.0,71.4,*,*,42.9,*,*,*,*,27.9,57.4,4.5,7.9
E34003793,Withernsea BUA,6159,Small Towns,Yorkshire and The Humber,Coastal,Smaller seaside town,E30000220,Hull,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,68,58.8,36.8,72.1,27.9,22.1,17.6,*,38.2,*,17.6,*,35.8,47.8,*,3.0,-7.6
E34003804,Neston BUA,15064,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000168,Birkenhead,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,181,79.7,66.3,82.3,54.1,41.4,23.8,14.9,44.2,14.9,*,*,23.2,42.0,33.1,3.8,2.3
E34003809,Middlewich BUA,13595,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000197,Crewe,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,138,84.9,66.7,89.9,58.7,36.2,29.0,21.0,55.8,28.3,*,*,18.6,48.6,32.1,3.7,3.2
E34003851,Edenbridge BUA,8172,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Mixed,Mid deprivation towns,No university,Medium,86,65.5,53.5,81.4,45.3,29.1,25.6,16.3,52.3,29.1,*,*,42.4,34.1,*,3.3,-2.8
E34003862,Maryport BUA,9555,Small Towns,North West,Coastal,Smaller other coastal town,E30000290,Workington,Majority rural,Residential,Higher deprivation towns,No university,Low,115,68.0,44.3,76.5,24.3,8.7,33.9,24.3,53.9,32.2,22.6,*,39.3,46.2,*,2.9,-6.4
E34003864,Wymondham (South Norfolk) BUA,13587,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000248,Norwich,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,173,86.7,71.7,86.1,60.1,46.2,13.9,8.1,49.7,24.3,6.9,*,22.8,39.2,38.0,3.9,4.5
E34003866,Creswell BUA,5417,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000291,Worksop and Retford,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,62,55.9,46.8,75.8,32.3,16.1,21.0,*,50.0,29.0,21.0,*,38.3,40.0,*,3.0,-6.5
E34003892,Saltash BUA,15566,Small Towns,South West,Coastal,Smaller other coastal town,E30000253,Plymouth,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Medium,186,74.4,70.4,88.2,54.8,43.0,24.7,17.2,47.8,18.3,5.9,*,18.2,44.9,34.8,3.8,2.2
E34003904,Potters Bar BUA,22639,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Working,Lower deprivation towns,No university,Medium,254,80.4,66.1,87.0,61.8,43.3,16.1,9.8,51.6,24.0,*,*,19.7,42.1,37.4,3.9,3.3
E34003922,Pembury BUA,6128,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,75,71.3,73.3,86.7,64.0,40.0,14.7,*,57.3,30.7,*,*,20.0,46.7,33.3,3.8,2.9
E34003928,Clevedon BUA,21002,Medium Towns,South West,Coastal,Large seaside town,E30000285,Weston-super-Mare,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,209,77.2,63.6,93.3,63.2,38.3,23.4,13.4,54.1,27.8,4.8,*,14.8,50.5,33.3,3.8,2.7
E34003940,Anstey BUA,6528,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,73,84.4,60.3,78.1,42.5,34.2,31.5,23.3,61.6,34.2,*,*,33.8,32.4,33.8,3.6,0.8
E34003989,Great Torrington BUA,5714,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000167,Bideford,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,67,55.6,49.3,76.1,31.3,22.4,22.4,14.9,47.8,25.4,*,*,32.4,44.1,*,3.3,-5.7
E34004012,Wroughton BUA,6474,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000276,Swindon,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,61,77.6,60.7,83.6,47.5,24.6,19.7,*,55.7,36.1,*,*,28.8,45.8,*,3.6,0.5
E34004090,Tavistock BUA,12280,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000253,Plymouth,Majority town and city (Large Towns),Mixed,Mid deprivation towns,No university,Medium,133,78.9,60.2,87.2,50.4,33.8,27.8,15.0,52.6,18.0,*,*,20.7,48.1,29.6,3.6,0.7
E34004099,Codsall BUA,11673,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,114,75.8,66.7,86.8,64.9,39.5,21.9,14.9,56.1,27.2,*,*,15.5,46.6,34.5,3.8,2.8
E34004122,Cockermouth BUA,9146,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000290,Workington,Majority rural,Working,Lower deprivation towns,No university,High,108,83.5,67.6,86.1,53.7,41.7,28.7,17.6,48.1,25.0,*,*,20.6,50.5,28.0,3.6,2.5
E34004125,Blandford Forum BUA,11694,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000172,Blandford Forum and Gillingham,Majority rural,Working,Mid deprivation towns,No university,Medium,144,68.2,50.7,85.4,38.2,27.8,12.5,*,45.1,27.1,*,*,33.8,46.5,17.6,3.2,-3.7
E34004134,Sittingbourne BUA,48948,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000242,Medway,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,617,62.4,61.6,87.3,49.2,33.2,15.1,11.0,47.5,24.8,9.7,1.9,32.8,39.4,25.8,3.3,-1.8
E34004138,Buxton (High Peak) BUA,22115,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000185,Buxton,Majority town and city (small),Mixed,Mid deprivation towns,No university,Medium,267,78.1,58.4,82.8,50.6,33.7,16.9,13.9,51.7,27.0,7.1,*,28.8,40.8,28.1,3.5,0.2
E34004141,Newhaven BUA,13222,Small Towns,South East,Coastal,Smaller other coastal town,E30000179,Brighton,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,156,58.6,52.6,74.4,32.7,16.0,23.1,16.7,55.8,32.7,10.9,*,26.9,57.1,*,3.0,-5.6
E34004142,Hadleigh BUA,8150,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000222,Ipswich,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,106,78.7,47.2,84.9,48.1,33.0,18.9,15.1,56.6,32.1,*,*,24.8,43.8,28.6,3.5,-1.0
E34004143,Thetford BUA,24833,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000135,Thetford and Mildenhall,Majority rural,Working,Higher deprivation towns,No university,Low,291,59.2,41.2,75.3,35.7,27.5,16.2,8.9,59.8,30.6,7.9,4.1,37.2,36.2,22.4,3.1,-6.1
E34004149,Billingshurst BUA,6911,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000196,Crawley,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,71,75.7,63.4,93.0,52.1,35.2,*,*,53.5,23.9,*,*,30.1,42.5,*,3.5,0.5
E34004151,Annfield Plain BUA,10406,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Higher deprivation towns,No university,Low,112,77.8,56.3,84.8,38.4,17.9,27.7,17.0,42.9,19.6,19.6,*,33.0,47.3,*,3.2,-1.9
E34004153,Emsworth BUA,18777,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000191,Chichester and Bognor Regis,Majority town and city (small),Residential,Lower deprivation towns,No university,Medium,180,77.2,64.4,82.8,50.0,33.3,19.4,12.8,52.8,24.4,5.6,*,19.9,53.0,24.9,3.5,0.6
E34004154,Bognor Regis BUA,63885,Medium Towns,South East,Coastal,Large seaside town,E30000191,Chichester and Bognor Regis,Majority town and city (small),Residential,Mid deprivation towns,No university,Low,645,60.3,51.0,82.0,44.3,24.0,19.5,10.4,54.9,26.2,6.2,2.6,30.1,46.4,20.9,3.2,-3.9
E34004155,Tarleton BUA,8582,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,88,80.7,75.0,90.9,60.2,45.5,27.3,21.6,55.7,26.1,*,*,12.8,51.2,34.9,4.0,4.4
E34004157,Westbury (Wiltshire) BUA,16989,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000280,Trowbridge,Majority town and city (small),Residential,Mid deprivation towns,No university,Low,189,74.3,57.7,77.2,50.8,31.7,19.0,10.1,52.9,29.6,*,*,31.6,41.2,24.1,3.3,-0.9
E34004162,Strensall BUA,6047,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000294,York,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,78,86.2,78.2,94.9,65.4,38.5,21.8,15.4,50.0,28.2,*,*,18.8,42.5,37.5,3.9,5.6
E34004169,Liss BUA,6248,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000254,Portsmouth,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,57,82.5,77.2,89.5,59.6,43.9,19.3,*,49.1,*,*,*,*,49.2,*,3.7,4.1
E34004170,Towcester BUA,9057,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000247,Northampton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,117,81.4,80.3,88.9,55.6,42.7,14.5,11.1,51.3,28.2,*,*,19.0,41.4,38.8,4.0,4.5
E34004175,Totnes BUA,8076,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000279,Torquay and Paignton,Majority town and city (small),Working,Higher deprivation towns,No university,High,100,74.4,63.0,80.0,50.0,40.0,19.0,*,41.0,15.0,*,*,17.8,50.5,29.7,3.6,0.5
E34004181,Hinckley BUA,45249,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000230,Leicester,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Low,432,78.7,61.1,85.0,47.9,35.9,14.1,9.3,54.4,26.2,7.6,*,24.5,43.3,30.1,3.6,0.6
E34004185,Yarm BUA,19184,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,178,85.6,74.2,91.0,62.4,53.4,18.0,12.9,42.1,15.2,6.2,*,11.9,42.9,45.2,4.3,5.8
E34004187,Princes Risborough BUA,8231,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000218,High Wycombe and Aylesbury,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,84,85.9,72.6,83.3,65.5,53.6,23.8,17.9,34.5,20.2,*,*,21.2,37.6,41.2,4.0,5.2
E34004190,Seaham BUA,22373,Medium Towns,North East,Coastal,Large other coastal town,E30000275,Sunderland,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,232,71.5,69.0,93.5,46.6,28.0,24.1,16.8,50.0,25.9,13.8,*,23.9,50.9,23.9,3.5,0.1
E34004191,Hexham BUA,11388,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000064,Hexham,Majority rural,Working,Lower deprivation towns,No university,High,112,72.6,64.3,88.4,52.7,44.6,17.0,8.9,48.2,18.8,*,*,20.7,44.1,31.5,3.7,0.8
